id,start_date,motion:name,motion:number,motion:document,sources:link:url,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present,identifier
48726,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48726,1,pass,38,2,23,65,63,48726
48728,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48728,1,pass,39,25,0,65,64,48728
48730,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48730,1,pass,39,13,12,65,64,48730
48732,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48732,1,pass,38,0,24,65,62,48732
48734,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48734,1,pass,39,13,12,65,64,48734
48736,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48736,1,pass,51,0,13,65,64,48736
48738,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48738,1,pass,38,12,13,65,63,48738
48740,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48740,1,pass,39,16,9,65,64,48740
48742,2018-11-15,"k návrhu na volbu primátora hl. m. Prahy, náměstků primátora hl. m. Prahy a členů Rady hlavního města Prahy",1,Z-6888,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48742,1,pass,39,0,25,65,64,48742
48744,2018-11-15,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48744,1,pass,38,0,19,65,57,48744
48746,2018-11-15,"Zřízení výborů Zastupitelstva hlavního města Prahy, stanovení počtu jejich členů a volba jejich předsedů, místopředsedů, členů a tajemníků",2,Z-6894,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48746,1,fail,5,48,7,65,60,48746
48748,2018-11-15,"Zřízení výborů Zastupitelstva hlavního města Prahy, stanovení počtu jejich členů a volba jejich předsedů, místopředsedů, členů a tajemníků",2,Z-6894,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48748,1,pass,63,0,0,65,63,48748
48750,2018-11-15,"Ke stanovení funkcí, pro které budou členové Zastupitelstva hlavního města Prahy uvolněni",3,Z-6895,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48750,1,fail,24,37,2,65,63,48750
48752,2018-11-15,"Ke stanovení funkcí, pro které budou členové Zastupitelstva hlavního města Prahy uvolněni",3,Z-6895,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48752,1,pass,39,24,0,65,63,48752
48754,2018-11-15,"K návrhu na stanovení pravidel pro odměňování členů Zastupitelstva hlavního města Prahy a dalších nároků vyplívajících ze zákona č. 131/2000Sb. o hlavním městě Praze, ve znění pozdějších předpisů",4,Z-6892,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48754,1,pass,63,0,0,65,63,48754
48756,2018-11-15,K určení zástupců a náhradníků za zástupce hl. m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl.m. Prahy,5,Z-6878,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48756,1,pass,60,0,1,65,61,48756
48758,2018-11-15,K pověření člena Zastupitelstva hl. m. Prahy Ing. Petra Hlubučka řízením Městské police hlavního města Prahy,6,Z-6883,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48758,1,pass,58,0,2,65,60,48758
48760,2018-11-15,"K návrhu člena Zastupitelstva hl. m. Prahy, určeného ke spolupráci při pořizování územně plánovací dokumentace",7,Z-6884,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48760,1,pass,62,0,1,65,63,48760
48762,2018-11-15,K zřízení funkce zmocněnce hl. m. Prahy pro koordinační činnost v jednání s orgány státní správy,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48762,1,pass,32,0,18,65,50,48762
48764,2018-11-15,K zřízení funkce zmocněnce hl. m. Prahy pro koordinační činnost v jednání s orgány státní správy,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48764,1,fail,26,8,27,65,61,48764
48766,2018-12-13,složení návrhového výboru,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48766,2,pass,61,,,65,61,48766
48768,2018-12-13,vyřadit bod 2. – tisk Z – 6933 „K návrhu na změnu zřizovací listiny příspěvkové organizace Institutu plánování a rozvoje hlavního města Prahy - v působnosti odboru UZR MHMP  (Bílek),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48768,2,fail,24,5,29,65,58,48768
48770,2018-12-13,zařadit nový bod „K dalšímu postupu Rady hl. m. Prahy v připravovaných dopravních stavbách“ jako bod 9  (Nacher),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48770,2,fail,23,,34,65,57,48770
48772,2018-12-13,"vyřadit bod 14, tisk Z - 6891 „K návrhu rozpočtu vlastního hl. m. Prahy na rok 2019, finančních vztahů hl. m. Prahy k městským částem hl. m. Prahy na rok 2019, rozdělení příspěvku na výkon státní správy ze státního rozpočtu na rok 2019 městským částem hl. m. Prahy a střednědobého výhledu vlastního",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48772,2,fail,22,27,10,65,59,48772
48774,2018-12-13,"zařadit nový bod „K problematice nominací osob do orgánů společností s majetkovým podílem hl. m. Prahy,“ jako bod 25 - za tisky radního Chabra   (Nepil)",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48774,2,fail,23,1,36,65,60,48774
48776,2018-12-13,zařadit nový tisk Z – 6947 „K návrhu na schválení urychleného zahájení příprav stavby Městského okruhu“ jako bod 9 - před tisky náměstka primátora Scheinherra   (Udženija),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48776,2,fail,23,,35,65,58,48776
48778,2018-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48778,2,fail,23,0,35,65,58,48778
48780,2018-12-13,o celém upraveném návrhu programu jednání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48780,2,pass,49,2,8,65,59,48780
48782,2018-12-13,k návrhu na schválení dodatku k obecné smlouvě o poskytnutí účelové dotace na provedení revitalizace okolí budovy Národního muzea ve vazbě na prováděnou rekonstrukci,1,Z-6931,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48782,2,pass,53,0,0,65,53,48782
48784,2018-12-13,k návrhu na změnu zřizovací listiny příspěvkové organizace Institutu plánování a rozvoje hlavního města Prahy - v působnosti odboru UZR MHMP,2,Z-6933,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48784,2,pass,43,0,7,65,50,48784
48786,2018-12-13,k návrhu OCP MHMP na úpravu rozpočtu v kapitole 02 - Městská infrastruktura na rok 2018,3,Z-6834,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48786,2,pass,54,0,0,65,54,48786
48788,2018-12-13,"k návrhu na snížení kapitálových výdajů OTV MHMP roku 2018 v kap. 02 a poskytnutí účelové investiční dotace MČ Praha 9, MČ Praha 19 a MČ Praha - Dolní Počernice",4,Z-6871,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48788,2,pass,55,0,0,65,55,48788
48790,2018-12-13,k návrhu na změnu účelu části finančních prostředků ponechaných MČ Praha 4 k čerpání v roce 2018,5,Z-6881,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48790,2,pass,54,0,0,65,54,48790
48792,2018-12-13,k návrhu na přidělení dotace v rámci Programu Čistá energie Praha 2018,6,Z-6870,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48792,2,pass,55,0,0,65,55,48792
48794,2018-12-13,k návrhu na úplatné nabytí spoluvlastnického podílu id. 1/3 na pozemku parc. č. 1386 v k. ú. Hloubětín do vlastnictví hlavního města Prahy,7,Z-6836,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48794,2,pass,54,0,0,65,54,48794
48796,2018-12-13,k revokaci usnesení Zastupitelstva HMP č. 16/88 ze dne 28. 4. 2016  k návrhu na úplatné nabytí částí pozemků parc. č. 222/32 a parc. č. 1792/6 k.ú. Slivenec do vlastnictví hlavního města Prahy,8,Z-6816,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48796,2,pass,35,0,19,65,54,48796
48798,2018-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48798,2,pass,53,0,1,65,54,48798
48800,2018-12-13,"k návrhu na pověření k jednání za Zastupitelstvo hlavního města Prahy v Poslanecké sněmovně Parlamentu České republiky a jejích orgánech o návrhu zákona, kterým se mění zákon č. 455/1991Sb., o živnostenském podnikání (živnostenský zákon), ve znění pozdějších předpisů",9,Z-6948,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48800,2,pass,54,0,0,65,54,48800
48802,2018-12-13,k návrhu na úpravu rozpočtu kapitálových výdajů (Libušská) MHMP RFD-SK v kapitole 03 Doprava,10,Z-6921,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48802,2,pass,52,0,0,65,52,48802
48804,2018-12-13,k návrhu na úpravu rozpočtu kapitálových výdajů (Tunelový komplex Blanka) a běžných výdajů MHMP RFD-SK v kapitole 03 Doprava,11,Z-6865,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48804,2,pass,53,0,0,65,53,48804
48806,2018-12-13,"k záměru odboru strategických investic MHMP na realizaci veřejné zakázky ""Stavba č. 42821 Dvorecký most; projektová a inženýrská činnost""",12,Z-6905,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48806,2,pass,50,0,1,65,51,48806
48808,2018-12-13,"k záměru veřejné zakázky ""Stavba č. 44115 Obnova Trojské lávky; stavební práce""",13,Z-6887,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48808,2,pass,55,0,0,65,55,48808
48810,2018-12-13,"k návrhu revokace usnesení Zastupitelstva HMP č. 29/41 ze dne 17.9.2009 k návrhu na úplatné nabytí pozemku parc.č. 1619/2,k.ú. Troja o výměře 1143 m2, pozemku parc.č. 1619/3, k.ú. Troja o výměře 109 m2 a pozemku parc.č. 1619/4, k.ú. Troja o výměře 25 m2 do vlastnictví hl.m. Prahy pro realizaci stavby č. 0012 Protipovodňová opatření na ochranu HMP, etapa 0007 Troja, část 14 Městský okruh",14,Z-6435,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48810,2,pass,55,0,0,65,55,48810
48812,2018-12-13,"k návrhu na úplatné nabytí pozemku parc. č. 498 v k.ú. Radlice, obec Praha do vlastnictví hl.m. Prahy",15,Z-6813,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48812,2,pass,55,0,0,65,55,48812
48814,2018-12-13,"k ""Petici za vykonání rozhodnutí přijatého Zastupitelstvem hlavního města Prahy dne 14. 9. 2017 neobnovit Mariánský sloup na Staroměstském náměstí v Praze""",16,Z-6542,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48814,2,fail,13,5,26,65,44,48814
48816,2018-12-13,"k ""Petici za vykonání rozhodnutí přijatého Zastupitelstvem hlavního města Prahy dne 14. 9. 2017 neobnovit Mariánský sloup na Staroměstském náměstí v Praze""",16,Z-6542,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48816,2,pass,41,0,3,65,44,48816
48818,2018-12-13,"k ""Petici za vykonání rozhodnutí přijatého Zastupitelstvem hlavního města Prahy dne 14. 9. 2017 neobnovit Mariánský sloup na Staroměstském náměstí v Praze""",16,Z-6542,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48818,2,fail,11,7,23,65,41,48818
48820,2018-12-13,"k ""Petici za vykonání rozhodnutí přijatého Zastupitelstvem hlavního města Prahy dne 14. 9. 2017 neobnovit Mariánský sloup na Staroměstském náměstí v Praze""",16,Z-6542,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48820,2,fail,12,15,18,65,45,48820
48822,2018-12-13,"k ""Petici za vykonání rozhodnutí přijatého Zastupitelstvem hlavního města Prahy dne 14. 9. 2017 neobnovit Mariánský sloup na Staroměstském náměstí v Praze""",16,Z-6542,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48822,2,pass,41,0,2,65,43,48822
48824,2018-12-13,"k ""Petici proti parkovišti namísto lesa v Praze - Klánovicích""",17,Z-6540,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48824,2,fail,30,1,6,65,37,48824
48826,2018-12-13,"k ""Petici proti parkovišti namísto lesa v Praze - Klánovicích""",17,Z-6540,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48826,2,pass,38,0,0,65,38,48826
48828,2018-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48828,2,pass,32,5,8,65,45,48828
48830,2018-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48830,2,pass,51,1,0,65,52,48830
48832,2018-12-13,"k návrhu rozpočtu vlastního hl. m. Prahy na rok 2019, finančních vztahů hl. m. Prahy k městským částem hl. m. Prahy na rok 2019, rozdělení příspěvku na výkon státní správy ze státního rozpočtu na rok 2019 městským částem hl. m. Prahy a střednědobého výhledu vlastního hl. m. Prahy do roku 2024",18,Z-6891,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48832,2,fail,24,6,30,65,60,48832
48834,2018-12-13,"k návrhu rozpočtu vlastního hl. m. Prahy na rok 2019, finančních vztahů hl. m. Prahy k městským částem hl. m. Prahy na rok 2019, rozdělení příspěvku na výkon státní správy ze státního rozpočtu na rok 2019 městským částem hl. m. Prahy a střednědobého výhledu vlastního hl. m. Prahy do roku 2024",18,Z-6891,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48834,2,fail,23,12,26,65,61,48834
48836,2018-12-13,"k návrhu rozpočtu vlastního hl. m. Prahy na rok 2019, finančních vztahů hl. m. Prahy k městským částem hl. m. Prahy na rok 2019, rozdělení příspěvku na výkon státní správy ze státního rozpočtu na rok 2019 městským částem hl. m. Prahy a střednědobého výhledu vlastního hl. m. Prahy do roku 2024",18,Z-6891,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48836,2,pass,38,23,0,65,61,48836
48838,2018-12-13,k revokaci usnesení Zastupitelstva HMP č. 23/13 ze dne 26. 1. 2017 k návrhu Pravidel pro poskytování dotací z investiční rezervy pro městské části hl. m. Prahy v rozpočtu vlastního hl. m. Prahy (v kap. 10)  na rok 2017,19,Z-6911,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48838,2,pass,59,0,0,65,59,48838
48840,2018-12-13,"k oznámení záměru městské části Praha 13 na využití pozemků o celkové výměře 19 531 m2 v k.ú. Stodůlky pro výstavbu multifunkčního centra, předloženého v souladu se zvláštními podmínkami pro správu a nakládání MČ Praha 13 s vymezeným svěřeným majetkem hl.m. Prahy, uvedeným v příloze č. 10 obecně závazné vyhlášky č. 55/2000 Sb. hl.m. Prahy,  kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů",20,Z-6703,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48840,2,pass,58,0,0,65,58,48840
