id,start_date,motion:name,motion:number,motion:document,sources:link:url,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present,identifier
48956,2019-01-24,k návrhu na vydání změn vlny 07 (2.část) ÚP SÚ hl.m. Prahy - Z 1761/07 (Praha 18; výstavba prodejen a úprava parkové zeleně),2,Z-6939,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48956,3,pass,47,0,0,65,47,48956
48958,2019-01-24,k návrhu na vydání schválené změny Z-1761/07 ÚP SÚ hl.m. Prahy (Praha 18; výstavba prodejen a úprava parkové zeleně),3,Z-4533,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48958,3,pass,49,0,0,65,49,48958
48960,2019-01-24,k návrhu na pořízení změny vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 8,4,Z-6932,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48960,3,pass,43,0,0,65,43,48960
48962,2019-01-24,k návrhu na pořízení změny vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 8,4,Z-6932,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48962,3,pass,50,0,2,65,52,48962
48964,2019-01-24,"k návrhu na úpravu rozpočtu běžných výdajů odboru OCP MHMP v kapitole 02 - Městská infrastruktura na rok 2019 a poskytnutí účelové jednorázové neinvestiční dotace pro MČ Praha 12, MČ Praha 16 a MČ Praha 20 na provozování sběrného dvora",5,Z-6963,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48964,3,pass,53,0,0,65,53,48964
48966,2019-01-24,ke schválení Rámcové smlouvy o financování a ke změně finanční spoluúčasti HMP v rámci projektů v OP Doprava,6,Z-6975,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48966,3,pass,49,0,0,65,49,48966
48968,2019-01-24,k návrhu na vstup do sítě Měst a regionů pro cyklisty pod Evropskou Cyklistickou Federací,7,Z-6229,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48968,3,pass,35,8,12,65,55,48968
48970,2019-01-24,k návrhu na úpravu běžných výdajů MHMP RFD-SK v kapitole 03 Doprava,8,Z-6968,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48970,3,fail,27,12,16,65,55,48970
48972,2019-01-24,k návrhu na úpravu běžných výdajů MHMP RFD-SK v kapitole 03 Doprava,8,Z-6968,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48972,3,pass,46,0,11,65,57,48972
48974,2019-01-24,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, svěření správy věci z vlastnictví hlavního města Prahy městské části Praha 17 (budova hasičské zbrojnice v k.ú. Řepy) Svěření: MČ Praha 17 (budova hasičské zbrojnice v k.ú. Řepy)Chabr",9,Z-6964,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48974,3,pass,55,0,0,65,55,48974
48976,2019-01-24,k návrhu na úplatný převod veřejné dešťové kanalizační stoky včetně revizní šachty na pozemku parc. č. 1142/735 v k.ú. Řepy z vlastnictví hlavního města Prahy do vlastnictví společnosti AKRO estate s.r.o.,10,Z-6927,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48976,3,pass,54,0,0,65,54,48976
48978,2019-01-24,k návrhu na úpravu rozpočtu příspěvkové organizace v působnosti odboru ZSP MHMP - Zdravotnická záchranná služba hl.m. Prahy,11,Z-6956,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48978,3,pass,55,0,0,65,55,48978
48980,2019-01-24,k návrhu na zmírnění následků způsobených pádem lávky v Tróji,12,Z-6972,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48980,3,pass,56,0,0,65,56,48980
48982,2019-01-24,"k návrhu na uzavření dodatků k Veřejnoprávním smlouvám o poskytnutí účelové dotace s příjemci dotace Rugby klub Petrovice, z.s. a SK Ďáblice z.s.",13,Z-6913,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48982,3,pass,51,0,0,65,51,48982
48984,2019-01-24,k uzavření smlouvy o finanční spoluúčasti na organizaci Her IX. letní olympiády dětí a mládeže ČR 2019 v Libereckém kraji,14,Z-6908,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48984,3,pass,53,0,0,65,53,48984
48986,2019-01-24,k návrhu na udělení dotací prostřednictvím projektu Pražský voucher na inovační projekty a projektu Specializované vouchery spolufinancovaných v rámci Operačního programu Praha - pól růstu ČR,15,Z-6912,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48986,3,fail,28,5,26,65,59,48986
48988,2019-01-24,k návrhu na udělení dotací prostřednictvím projektu Pražský voucher na inovační projekty a projektu Specializované vouchery spolufinancovaných v rámci Operačního programu Praha - pól růstu ČR,15,Z-6912,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48988,3,fail,19,8,23,65,50,48988
48990,2019-01-24,k návrhu na udělení dotací prostřednictvím projektu Pražský voucher na inovační projekty a projektu Specializované vouchery spolufinancovaných v rámci Operačního programu Praha - pól růstu ČR,15,Z-6912,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48990,3,pass,33,8,15,65,56,48990
48992,2019-01-24,k návrhu na poskytnutí účelových individuálních neinvestičních dotací Integračnímu centru Praha o.p.s. k zajištění bazálního chodu organizace a k zajištění realizace interkulturní práce v r. 2019,16,Z-6949,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=48992,3,pass,38,3,12,65,53,48992
49190,2019-02-28,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49190,4,pass,59,0,0,65,59,49190
49192,2019-02-28,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49192,4,fail,31,4,23,65,58,49192
49194,2019-02-28,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49194,4,fail,29,1,30,65,60,49194
49196,2019-02-28,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49196,4,pass,60,0,2,65,62,49196
49198,2019-02-28,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49198,4,pass,62,0,0,65,62,49198
49200,2019-02-28,ke schválení projektů v rámci 36. výzvy Operačního programu Praha - pól růstu ČR,1,Z-7026,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49200,4,pass,60,0,0,65,60,49200
49202,2019-02-28,k úpravě rozpočtu hl. m. Prahy za účelem financování projektů z Operačního programu Praha - pól růstu ČR v roce 2019,2,Z-6991,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49202,4,pass,58,0,0,65,58,49202
49204,2019-02-28,k návrhu změn Integrované strategie pro integrované teritoriální investice Pražské metropolitní oblasti na programové období 2014-2020,3,Z-7047,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49204,4,pass,55,0,0,65,55,49204
49206,2019-02-28,k návrhu na pořízení změny/úpravy vlny 05 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 4,4,Z-6824,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49206,4,pass,58,0,0,65,58,49206
49208,2019-02-28,k návrhu na pořízení změny/úpravy vlny 05 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 4,4,Z-6824,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49208,4,pass,60,0,0,65,60,49208
49210,2019-02-28,"k soudem zrušené změně Z-1424/07 ÚP SÚ hl.m. Prahy (Praha 12, Komořany; výstavba obytných domů)",5,Z-6377,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49210,4,pass,60,0,0,65,60,49210
49212,2019-02-28,"k soudem zrušené změně Z-1424/07 ÚP SÚ hl.m. Prahy (Praha 12, Komořany; výstavba obytných domů)",5,Z-6377,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49212,4,pass,60,0,0,65,60,49212
49214,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49214,4,pass,38,4,16,65,58,49214
49216,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49216,4,pass,49,5,8,65,62,49216
49218,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49218,4,pass,49,0,11,65,60,49218
49220,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49220,4,pass,59,0,2,65,61,49220
49222,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49222,4,pass,37,0,21,65,58,49222
49224,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49224,4,pass,62,0,0,65,62,49224
49226,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49226,4,pass,63,0,0,65,63,49226
49228,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49228,4,pass,50,0,12,65,62,49228
49230,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49230,4,pass,50,0,11,65,61,49230
49232,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49232,4,pass,48,4,8,65,60,49232
49234,2019-02-28,k návrhu zadání změn vlny 10 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,6,Z-6348,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49234,4,pass,50,0,9,65,59,49234
49236,2019-02-28,k návrhům na pořízení změn vlny 16 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,7,Z-6823,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49236,4,pass,36,0,15,65,51,49236
49238,2019-02-28,k návrhům na pořízení změn vlny 16 ÚP SÚ hl.m. Prahy na území správního obvodu Prahy 12,7,Z-6823,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49238,4,pass,36,0,15,65,51,49238
49240,2019-02-28,k návrhu na úpravu rozpočtu v kapitole 02 - Městská infrastruktura na rok 2019,8,Z-7001,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49240,4,pass,53,0,0,65,53,49240
49242,2019-02-28,k návrhu OCP MHMP na úpravu rozpočtu v kapitole 02 - Městská infrastruktura na rok 2019,9,Z-7011,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49242,4,pass,54,0,0,65,54,49242
49244,2019-02-28,"k návrhu na úplatné nabytí pozemků parc. č. 691/36, 693/16, 703/12, 704/9, 705/1, 706/1, 707/1, 707/2, 726/4, 726/5 a 845/4 v k. ú. Zličín do vlastnictví hl.m. Prahy",10,Z-6969,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49244,4,pass,53,0,0,65,53,49244
49246,2019-02-28,k návrhu na úplatné nabytí pozemků parc. č. 514/1 a 515 k. ú. Petrovice do vlastnictví hl.m. Prahy,11,Z-6982,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49246,4,pass,57,0,0,65,57,49246
49248,2019-02-28,k návrhu na úplatné nabytí pozemku parc. č. 2642/2 v k.ú. Kyje do vlastnictví hl.m. Prahy,12,Z-7012,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49248,4,pass,58,0,0,65,58,49248
49250,2019-02-28,k návrhu na schválení Dodatku č. 1 Memoranda o společné spolupráci při přípravě stavby č. 511 Pražského okruhu,13,Z-7051,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49250,4,pass,36,1,19,65,56,49250
49252,2019-02-28,k návrhu na schválení Dodatku č. 1 Memoranda o společné spolupráci při přípravě stavby č. 511 Pražského okruhu,13,Z-7051,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49252,4,pass,56,0,0,65,56,49252
49254,2019-02-28,k návrhu na úpravu rozpočtu kapitálových a běžných výdajů MHMP RFD-SK v kapitole 03 Doprava,14,Z-7031,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49254,4,pass,56,0,1,65,57,49254
49256,2019-02-28,k návrhu na delimitaci investičních akcí v rámci kapitoly 03 - náklady na zkušební provoz MO v úseku Malovanka - Pelc/Tyrolka patří do pořizovací ceny příslušné stavby,15,Z-7021,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49256,4,pass,53,0,0,65,53,49256
49258,2019-02-28,k záměru RFD MHMP na realizaci veřejné zakázky „Výběr dopravců pro uzavření smluv o veřejných službách v přepravě cestujících v rámci PID“,16,Z-7003,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49258,4,pass,60,0,0,65,60,49258
49260,2019-02-28,k návrhu na úpravu schváleného rozpočtu vlastního hl. m. Prahy za účelem rozpuštění rezerv dle usnesení Zastupitelstva HMP č. 2/18 ze dne 13. 12. 2018,17,Z-7020,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49260,4,fail,23,16,22,65,61,49260
49262,2019-02-28,k návrhu na úpravu schváleného rozpočtu vlastního hl. m. Prahy za účelem rozpuštění rezerv dle usnesení Zastupitelstva HMP č. 2/18 ze dne 13. 12. 2018,17,Z-7020,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49262,4,fail,23,6,30,65,59,49262
49264,2019-02-28,k návrhu na úpravu schváleného rozpočtu vlastního hl. m. Prahy za účelem rozpuštění rezerv dle usnesení Zastupitelstva HMP č. 2/18 ze dne 13. 12. 2018,17,Z-7020,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49264,4,fail,22,8,30,65,60,49264
49266,2019-02-28,k návrhu na úpravu schváleného rozpočtu vlastního hl. m. Prahy za účelem rozpuštění rezerv dle usnesení Zastupitelstva HMP č. 2/18 ze dne 13. 12. 2018,17,Z-7020,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49266,4,pass,39,3,19,65,61,49266
49268,2019-02-28,k návrhu záměny zdrojů v rámci schváleného rozpočtu vlastního hlavního města Prahy na rok 2019,18,Z-6997,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49268,4,pass,50,0,0,65,50,49268
49270,2019-02-28,k návrhu na poskytnutí účelové investiční dotace MČ Praha - Lipence na vrub kapitoly 1016 - rezerva na spolufinancování projektů EU/EHP z rozpočtu hlavního města Prahy,19,Z-6961,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49270,4,pass,49,0,0,65,49,49270
49272,2019-02-28,"k návrhu na poskytnutí účelových dotací MČ Praha 19, Praha 20, Dolní Počernice a Klánovice na vrub kapitoly 1016 - rezerva na spolufinancování projektů EU/EHP z rozpočtu hlavního města Prahy",20,Z-7005,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49272,4,pass,49,0,0,65,49,49272
49274,2019-02-28,k návrhu na dodatečnou změnu účelu části finančních prostředků poskytnutých MČ Praha 1 k čerpání v roce 2018,21,Z-6974,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49274,4,pass,50,0,1,65,51,49274
49276,2019-02-28,k návrhu na změnu charakteru části investiční dotace poskytnuté MČ Praha 13 z rozpočtu hl. m. Prahy v roce 2018,22,Z-6950,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49276,4,pass,53,0,0,65,53,49276
49278,2019-02-28,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49278,4,pass,49,0,1,65,50,49278
49280,2019-02-28,k návrhu na úplatný převod pozemku parc. č. 4045/33 o výměře 674 m2 v k.ú. Strašnice,23,Z-6849,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49280,4,pass,46,0,0,65,46,49280
49282,2019-02-28,k návrhu na úplatný převod pozemku parc. č. 2515/2 o výměře 3 m2 v k.ú. Hloubětín,24,Z-6866,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49282,4,pass,44,0,0,65,44,49282
49284,2019-02-28,k návrhu na úplatný převod částí pozemků parc. č. 140/179 a parc. č. 140/180 v k.ú. Lhotka,25,Z-6928,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49284,4,pass,46,0,0,65,46,49284
49286,2019-02-28,k návrhu na úplatný převod části pozemku parc.č. 2556/1 v k.ú. Nové Město z vlastnictví hl.m. Prahy do vlastnictví společnosti Inafy Estates s.r.o.,26,Z-6886,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49286,4,pass,47,0,0,65,47,49286
49288,2019-02-28,k návrhu na úplatný převod části pozemku parc.č. 2869/2 o výměře 33 m2 v k.ú. Braník,27,Z-6962,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49288,4,pass,47,0,0,65,47,49288
49290,2019-02-28,"k návrhu na úplatný převod části pozemku parc.č. 1604/1, k.ú. Ruzyně",28,Z-6920,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49290,4,pass,48,0,0,65,48,49290
49292,2019-02-28,k návrhu úplatného převodu části pozemku parc.č. 985/1 v k. ú. Háje,29,Z-6880,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=33394&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=49292,4,pass,48,0,0,65,48,49292
